"bush_02022005" "bush_02032001" "bush_03022003" "bush_20012004" "bush_23012007" "bush_24092001" "bush_28012003" "bush_28012008" "bush_31012008" "obama_08092011" "obama_09092009" "obama_12012016" "obama_12022013" "obama_20012015" "obama_24012012" "obama_24022009" "obama_25012011" "obama_27012010" "obama_28012014"
"constructing" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0.0152392563242914 0 0 0
"consult" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"consultation" 0.019466614755694 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"containment" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0.0139392249790912 0 0 0 0 0
"contempt" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"contest" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"contract" 0 0 0 0.0190005700171005 0 0 0 0 0 0.0226090888537192 0 0 0 0 0 0 0 0 0
"contrary" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"contributing" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0.0129032258064516 0 0 0 0
"controlled" 0 0 0 0 0 0 0 0 0 0 0.0338123415046492 0 0 0 0 0 0 0 0
"controls" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0.0124626121635095 0
"controversies" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0.0139392249790912 0 0 0 0 0
"conversation" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0 0.0152392563242914 0 0 0
"convince" 0.019466614755694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0131734949282045
"corrosive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0 0.0124626121635095 0
"count" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0.0129032258064516 0 0 0 0
"counted" 0 0.0227531285551763 0 0 0 0 0 0 0 0.0226090888537192 0 0 0 0 0 0 0 0 0
"couple" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0 0
"covering" 0 0 0 0 0 0 0 0 0 0.0226090888537192 0 0 0 0 0 0 0 0 0.0131734949282045
"crate" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"credibility" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0.0124626121635095 0
"credibly" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"creditworthiness" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0 0 0.0131734949282045
"crippling" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0.0129032258064516 0 0 0 0
"crises" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0 0 0 0 0.0131734949282045
"crops" 0 0 0 0 0 0 0 0.0343819838404676 0 0 0 0 0 0 0 0 0 0 0
"cross" 0 0 0 0.0190005700171005 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"crowd" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0 0.0131734949282045
"cruise" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"crumbling" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0.01308386759126 0 0
"crushing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0304785126485827 0 0 0
"cuban" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0.0139392249790912 0 0 0 0 0
"cultures" 0.019466614755694 0 0 0.0190005700171005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cures" 0.019466614755694 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0 0
"curran" 0 0 0 0 0 0 0 0 0 0 0.0338123415046492 0 0 0 0 0 0 0 0
"curve" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0278784499581823 0 0 0 0 0
"cutting-edge" 0 0 0 0 0 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0.01308386759126 0 0
"cycle" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0.0152392563242914 0 0 0
"cynicism" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0139392249790912 0 0 0 0.0124626121635095 0
"cynics" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0.0139392249790912 0 0 0 0 0
"damaged" 0 0 0 0 0 0.032478077297824 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0 0
"darkness" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0.0129032258064516 0 0 0 0
"dates" 0.019466614755694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0131734949282045
"david" 0 0 0 0.0190005700171005 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0 0
"day^s" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0.0124626121635095 0
"de" 0 0 0 0 0 0 0 0 0 0 0 0 0.0265146493437624 0 0 0 0 0 0
"dead" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"deadly" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"dear" 0 0 0 0.0190005700171005 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0 0
"debated" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0.0124626121635095 0
"debbie" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0258064516129032 0 0 0 0
"december" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0 0
"decides" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0124626121635095 0.0131734949282045
"declaration" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"declares" 0 0 0 0.0190005700171005 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0124626121635095 0
"declines" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"deduct" 0 0.0227531285551763 0 0.0190005700171005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"deeds" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0.0152392563242914 0 0 0
"defectors" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"defended" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"defenders" 0.019466614755694 0 0 0.0190005700171005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"defending" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0.0129032258064516 0 0 0 0
"defensive" 0 0 0 0 0 0.032478077297824 0 0 0 0 0.0169061707523246 0 0 0 0 0 0 0 0
"defines" 0 0 0 0.0190005700171005 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0 0
"degrees" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0 0.0131734949282045
"delayed" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0.0169061707523246 0 0 0 0 0 0 0 0
"demonstrate" 0.019466614755694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0152392563242914 0 0 0
"denver" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02616773518252 0 0
"dependents" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0 0
"deportation" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0.01308386759126 0 0
"deposits" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0 0.0124626121635095 0
"designs" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"desperately" 0 0 0 0 0 0 0 0 0 0.0452181777074384 0 0 0 0 0 0 0 0 0
"despise" 0 0 0 0 0 0 0 0.0343819838404676 0 0 0 0 0 0 0 0 0 0 0
"determining" 0.019466614755694 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0 0
"devaney" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0304785126485827 0 0 0
"developed" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0 0
"diabetes" 0 0 0 0.0190005700171005 0 0 0 0 0 0 0 0 0 0.0139392249790912 0 0 0 0 0
"diagnosis" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"dictate" 0 0 0 0 0 0.032478077297824 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0 0
"dictates" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"dictators" 0 0 0 0.0190005700171005 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0 0 0
"difficulties" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"dingell" 0 0 0 0 0 0 0 0 0 0 0.0338123415046492 0 0 0 0 0 0 0 0
"dioxide" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0139392249790912 0 0 0 0 0.0131734949282045
"dirtier" 0 0 0 0 0 0 0 0 0 0 0 0.0302938503483793 0 0 0 0 0 0 0
"disadvantage" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0.0139392249790912 0 0 0 0 0
"disagreements" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0249252243270189 0
"disappear" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0152392563242914 0.01308386759126 0 0
"discarded" 0 0 0 0 0 0.032478077297824 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"disclosed" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"discourage" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0 0
"discouraged" 0 0 0 0 0 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0 0.0131734949282045
"discovered" 0 0 0 0 0 0 0 0.0343819838404676 0 0 0 0 0 0 0 0 0 0 0
"discriminate" 0 0.0227531285551763 0 0.0190005700171005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"discrimination" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0.0124626121635095 0
"disfigured" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"displaced" 0 0 0 0 0 0 0 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"disputes" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0.0139392249790912 0 0 0 0 0
"disrupted" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0.0124626121635095 0
"disruption" 0 0 0 0 0 0.032478077297824 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"district" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0 0
"diversify" 0 0 0 0 0.0356760613628255 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"divide" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0.0129032258064516 0 0 0 0
"dividend" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"divides" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0 0 0 0.0139392249790912 0 0 0 0 0
"divisive" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0.01308386759126 0 0
"dna" 0.019466614755694 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0 0
"doctor-patient" 0 0 0 0.0190005700171005 0 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"dole" 0 0 0 0 0 0 0 0.0343819838404676 0 0 0 0 0 0 0 0 0 0 0
"dominated" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0.0124626121635095 0
"domination" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"donna" 0 0 0 0 0 0 0 0.0343819838404676 0 0 0 0 0 0 0 0 0 0 0
"doses" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"download" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02616773518252 0 0
"dr" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0.0132573246718812 0 0 0 0 0 0
"dragged" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0278784499581823 0 0 0 0 0
"drastic" 0 0.0227531285551763 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0 0
"dread" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"dreaming" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0 0.0131734949282045
"drills" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"dripping" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"drones" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0139392249790912 0 0 0 0 0.0131734949282045
"dropping" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0 0.0152392563242914 0 0 0
"drought" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0 0.0131734949282045
"droughts" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0.0139392249790912 0 0 0 0 0
"due" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0 0 0 0.0124626121635095 0
"durable" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0.0132573246718812 0 0 0 0 0 0
"duration" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"dying" 0.019466614755694 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"e-mails" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0.0132573246718812 0 0 0 0 0 0
"earl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0304785126485827 0 0 0
"earliest" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0.01308386759126 0 0
"earned-income" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263469898564089
"earthquake" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0249252243270189 0
"eased" 0 0 0 0 0 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0 0.0131734949282045
"easily" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"eaten" 0.019466614755694 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0 0 0 0 0
"economies" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0278784499581823 0 0 0 0 0
"edison" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0.01308386759126 0 0
"educating" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0.01308386759126 0 0
"effectively" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0.0124626121635095 0
"eight" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0 0
"eighth" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0.0151469251741896 0 0 0 0 0 0 0
"elaborate" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"electing" 0.019466614755694 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"eliminates" 0.019466614755694 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"else^s" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0.0151469251741896 0 0 0 0 0 0 0
"embargo" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0.0139392249790912 0 0 0 0 0
"emphasis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0.0124626121635095 0
"employee" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02616773518252 0 0
"enact" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0.0132573246718812 0 0 0 0 0 0
"endured" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0139392249790912 0 0 0 0 0.0131734949282045
"endures" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0.01308386759126 0 0
"enemy^s" 0 0 0 0 0.0356760613628255 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"energy-efficient" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0152392563242914 0 0.0124626121635095 0
"enforced" 0 0 0 0.0190005700171005 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0124626121635095 0
"enrich" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0.0124626121635095 0
"enrolled" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0.0139392249790912 0 0 0 0 0
"enshrined" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0.0124626121635095 0
"entered" 0 0 0 0 0.0178380306814128 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"enthusiasm" 0.019466614755694 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0 0
"entrenched" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0.0124626121635095 0
"entrepreneurship" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0.0129032258064516 0 0 0 0
"entry" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"environmentally" 0.019466614755694 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"equivalent" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0 0
"eradicate" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0.0139392249790912 0 0 0 0 0
"erskine" 0 0 0 0 0 0 0 0 0 0 0 0 0.0265146493437624 0 0 0 0 0 0
"escalating" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0.0152392563242914 0 0 0
"estimate" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"estimates" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0 0 0 0 0
"ethic" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0 0.0131734949282045
"evade" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"event" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0.0129032258064516 0 0 0 0
"everyone^s" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0 0.0131734949282045
"evolving" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0.0139392249790912 0 0 0 0 0
"examine" 0.019466614755694 0 0 0 0 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"excel" 0 0 0 0 0 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0.0124626121635095 0
"exception" 0 0 0 0 0 0 0 0 0 0.0226090888537192 0 0 0 0 0 0.0152392563242914 0 0 0
"exchanges" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263469898564089
"excluded" 0 0 0 0 0 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0.0124626121635095 0
"excuses" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0.01308386759126 0 0
"exhaust" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"exists" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0 0 0 0 0
"expands" 0 0.0227531285551763 0 0 0 0 0 0 0 0.0226090888537192 0 0 0 0 0 0 0 0 0
"expeditionary" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0 0.0131734949282045
"expelling" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0.01308386759126 0 0
"experiment" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"explained" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"explaining" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0.0124626121635095 0
"explanation" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"exploited" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0.0169061707523246 0 0 0 0 0 0 0 0
"exploration" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0139392249790912 0.0129032258064516 0 0 0 0
"explore" 0 0 0 0 0 0 0 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"exporters" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0139392249790912 0 0 0 0 0.0131734949282045
"exposed" 0 0 0 0 0 0 0 0 0 0.0226090888537192 0 0 0 0 0 0 0 0 0.0131734949282045
"extended" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0152392563242914 0 0.0124626121635095 0
"extends" 0 0 0 0 0 0 0 0 0 0.0226090888537192 0 0 0 0.0139392249790912 0 0 0 0 0
"extension" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02616773518252 0 0
"eye" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263469898564089
"eyed" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0 0.0131734949282045
"facility" 0 0 0 0 0 0 0 0 0 0.0226090888537192 0 0 0 0 0 0 0.01308386759126 0 0
"fails" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0139392249790912 0.0129032258064516 0 0 0 0
"fairest" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"fairly" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0 0 0 0.0124626121635095 0
"fallujah" 0.019466614755694 0 0 0 0 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"famine" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0.0151469251741896 0 0 0 0 0 0 0
"fanfare" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0.0132573246718812 0 0 0 0 0 0
"far-reaching" 0 0.0227531285551763 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"farmer" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0 0 0.0131734949282045
"fatherless" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"favorite" 0 0 0 0 0 0 0 0 0.0186393289841566 0 0 0 0 0 0 0 0.01308386759126 0 0
"fierce" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0.0169061707523246 0 0 0 0 0 0 0 0
"fiercely" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0.01308386759126 0 0
"fifty" 0 0 0 0 0 0 0 0 0 0.0226090888537192 0 0.0151469251741896 0 0 0 0 0 0 0
"fights" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"financed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0258064516129032 0 0 0 0
"fingerprints" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"fingers" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0 0 0 0.0124626121635095 0
"finished" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0249252243270189 0
"finishing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0 0.0131734949282045
"fires" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"firmly" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0131734949282045
"firms" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0129032258064516 0 0 0.0124626121635095 0
"first-class" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263469898564089
"first-time" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0249252243270189 0
"fiscally" 0.038933229511388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fisher" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02616773518252 0 0
"fits" 0 0 0 0.038001140034201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"flags" 0 0 0 0 0 0.032478077297824 0 0 0 0 0 0 0.0132573246718812 0 0 0 0 0 0
"flexible" 0.019466614755694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0 0
"floor" 0 0 0 0 0.0356760613628255 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"florida" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0249252243270189 0
"following" 0 0 0 0 0 0.032478077297824 0.0183150183150183 0 0 0 0 0 0 0 0 0 0 0 0
"forgiven" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0249252243270189 0
"fork" 0 0.0455062571103527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forsyth" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02616773518252 0 0
"fortunately" 0 0 0 0 0 0 0 0 0.0186393289841566 0 0 0.0151469251741896 0 0 0 0 0 0 0
"fossil" 0 0 0 0 0 0 0 0 0 0 0 0.0151469251741896 0 0 0 0 0 0 0.0131734949282045
"foundations" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263469898564089
"founded" 0 0 0 0.0190005700171005 0 0 0 0 0 0 0 0 0 0 0 0 0.01308386759126 0 0
"foy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02616773518252 0 0
"fragile" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0 0 0 0.0129032258064516 0 0 0 0
"freely" 0 0 0 0 0 0.032478077297824 0 0 0 0 0 0 0 0 0 0 0 0 0.0131734949282045
